apps,interface,bytes,time,mbytes-sec
exec_intel,ib,4194304,538.15,7793.99
exec_intel,eth,0,6.23,0.00
exec_intel,eth,1,6.09,0.16
exec_intel,eth,2,6.07,0.33
exec_intel,eth,4,6.02,0.66
exec_intel,eth,8,5.87,1.36
exec_intel,eth,16,5.84,2.74
exec_intel,eth,32,5.84,5.48
exec_intel,eth,64,5.93,10.80
exec_intel,eth,128,5.96,21.48
exec_intel,eth,256,6.07,42.18
exec_intel,eth,512,6.10,83.97
exec_intel,eth,1024,6.10,167.75
exec_intel,eth,2048,6.47,316.42
exec_intel,eth,4096,7.43,550.95
exec_intel,eth,8192,8.51,962.16
exec_intel,eth,16384,11.03,1485.62
exec_intel,eth,32768,18.31,1789.61
exec_intel,eth,65536,37.18,1762.81
exec_intel,eth,131072,50.55,2592.78
exec_intel,eth,262144,74.00,3542.42
exec_intel,eth,524288,117.84,4449.07
exec_intel,eth,1048576,208.09,5038.98
exec_intel,eth,2097152,390.20,5374.61
exec_intel,eth,4194304,774.61,5414.75
exec_intel,ipoib,0,6.43,0.00
exec_intel,ipoib,1,6.77,0.15
exec_intel,ipoib,2,6.74,0.30
exec_intel,ipoib,4,6.51,0.61
exec_intel,ipoib,8,6.31,1.27
exec_intel,ipoib,16,6.10,2.62
exec_intel,ipoib,32,5.98,5.36
exec_intel,ipoib,64,5.92,10.80
exec_intel,ipoib,128,5.89,21.74
exec_intel,ipoib,256,5.87,43.62
exec_intel,ipoib,512,5.89,86.87
exec_intel,ipoib,1024,6.05,169.38
exec_intel,ipoib,2048,6.54,313.08
exec_intel,ipoib,4096,7.87,520.24
exec_intel,ipoib,8192,8.43,971.45
exec_intel,ipoib,16384,11.11,1474.36
exec_intel,ipoib,32768,18.46,1775.18
exec_intel,ipoib,65536,38.01,1724.17
exec_intel,ipoib,131072,51.14,2562.85
exec_intel,ipoib,262144,73.32,3575.14
exec_intel,ipoib,524288,121.27,4323.33
exec_intel,ipoib,1048576,212.76,4928.52
exec_intel,ipoib,2097152,388.32,5400.53
exec_intel,ipoib,4194304,778.28,5389.18
exec_intel,ipoib,0,6.68,0.00
exec_intel,ipoib,1,6.14,0.16
exec_intel,ipoib,2,6.04,0.33
exec_intel,ipoib,4,5.99,0.67
exec_intel,ipoib,8,5.99,1.34
exec_intel,ipoib,16,5.98,2.67
exec_intel,ipoib,32,5.98,5.35
exec_intel,ipoib,64,6.00,10.66
exec_intel,ipoib,128,5.98,21.40
exec_intel,ipoib,256,5.98,42.79
exec_intel,ipoib,512,5.99,85.52
exec_intel,ipoib,1024,6.08,168.37
exec_intel,ipoib,2048,6.68,306.63
exec_intel,ipoib,4096,7.71,531.08
exec_intel,ipoib,8192,8.37,979.17
exec_intel,ipoib,16384,11.23,1459.30
exec_intel,ipoib,32768,18.45,1775.93
exec_intel,ipoib,65536,37.57,1744.56
exec_intel,ipoib,131072,49.59,2643.09
exec_intel,ipoib,262144,72.08,3636.95
exec_intel,ipoib,524288,117.00,4480.93
exec_intel,ipoib,1048576,206.08,5088.20
exec_intel,ipoib,2097152,396.24,5292.68
exec_intel,ipoib,4194304,754.79,5556.88
exec_intel,ib,0,1.13,0.00
exec_intel,ib,1,1.18,0.84
exec_intel,ib,2,1.20,1.67
exec_intel,ib,4,1.17,3.41
exec_intel,ib,8,1.22,6.56
exec_intel,ib,16,1.24,12.89
exec_intel,ib,32,1.22,26.30
exec_intel,ib,64,1.32,48.35
exec_intel,ib,128,1.96,65.35
exec_intel,ib,256,2.12,120.50
exec_intel,ib,512,2.27,225.97
exec_intel,ib,1024,2.61,392.63
exec_intel,ib,2048,3.13,653.30
exec_intel,ib,4096,4.29,953.76
exec_intel,ib,8192,6.15,1333.11
exec_intel,ib,16384,6.54,2503.69
exec_intel,ib,32768,8.54,3835.95
exec_intel,ib,65536,12.53,5228.97
exec_intel,ib,131072,20.78,6309.01
exec_intel,ib,262144,37.67,6958.26
exec_intel,ib,524288,71.12,7371.54
exec_intel,ib,1048576,137.97,7600.16
exec_intel,ib,2097152,271.26,7731.21
exec_intel,ib,4194304,538.96,7782.21
exec_intel,eth,0,6.25,0.00
exec_intel,eth,1,6.36,0.16
exec_intel,eth,2,6.02,0.33
exec_intel,eth,4,5.99,0.67
exec_intel,eth,8,5.90,1.36
exec_intel,eth,16,5.86,2.73
exec_intel,eth,32,5.85,5.47
exec_intel,eth,64,5.87,10.91
exec_intel,eth,128,6.18,20.70
exec_intel,eth,256,5.97,42.88
exec_intel,eth,512,6.06,84.56
exec_intel,eth,1024,6.18,165.68
exec_intel,eth,2048,6.66,307.35
exec_intel,eth,4096,7.61,538.52
exec_intel,eth,8192,8.95,915.54
exec_intel,eth,16384,11.30,1449.99
exec_intel,eth,32768,18.37,1783.57
exec_intel,eth,65536,38.42,1705.78
exec_intel,eth,131072,51.23,2558.69
exec_intel,eth,262144,73.78,3553.02
exec_intel,eth,524288,119.97,4370.13
exec_intel,eth,1048576,210.08,4991.23
exec_intel,eth,2097152,398.75,5259.32
exec_intel,eth,4194304,769.14,5453.25
exec_intel,ipoib,0,6.18,0.00
exec_intel,ipoib,1,5.68,0.18
exec_intel,ipoib,2,5.73,0.35
exec_intel,ipoib,4,5.75,0.70
exec_intel,ipoib,8,5.71,1.40
exec_intel,ipoib,16,5.71,2.80
exec_intel,ipoib,32,5.72,5.60
exec_intel,ipoib,64,5.71,11.21
exec_intel,ipoib,128,5.72,22.37
exec_intel,ipoib,256,5.69,44.97
exec_intel,ipoib,512,5.75,88.98
exec_intel,ipoib,1024,5.89,173.80
exec_intel,ipoib,2048,6.71,305.24
exec_intel,ipoib,4096,7.58,540.22
exec_intel,ipoib,8192,8.05,1018.07
exec_intel,ipoib,16384,10.70,1530.77
exec_intel,ipoib,32768,17.98,1822.72
exec_intel,ipoib,65536,36.79,1781.36
exec_intel,ipoib,131072,49.66,2639.25
exec_intel,ipoib,262144,71.73,3654.67
exec_intel,ipoib,524288,116.69,4493.15
exec_intel,ipoib,1048576,204.93,5116.64
exec_intel,ipoib,2097152,381.02,5504.08
exec_intel,ipoib,4194304,758.94,5526.54
exec_intel,ib,0,1.15,0.00
exec_intel,ib,1,1.19,0.84
exec_intel,ib,2,1.17,1.71
exec_intel,ib,4,1.15,3.47
exec_intel,ib,8,1.22,6.57
exec_intel,ib,16,1.23,13.03
exec_intel,ib,32,1.21,26.54
exec_intel,ib,64,1.29,49.70
exec_intel,ib,128,1.85,69.15
exec_intel,ib,256,2.00,127.99
exec_intel,ib,512,2.13,240.40
exec_intel,ib,1024,2.40,426.68
exec_intel,ib,2048,2.90,706.42
exec_intel,ib,4096,4.03,1016.85
exec_intel,ib,8192,5.68,1442.33
exec_intel,ib,16384,6.50,2521.26
exec_intel,ib,32768,8.66,3783.59
exec_intel,ib,65536,12.68,5166.50
exec_intel,ib,131072,20.82,6294.03
exec_intel,ib,262144,37.64,6965.36
exec_intel,ib,524288,70.98,7386.23
exec_intel,ib,1048576,137.43,7629.97
exec_intel,ib,2097152,270.54,7751.75
exec_intel,ib,4194304,538.37,7790.73
exec_intel,eth,0,6.89,0.00
exec_intel,eth,1,7.07,0.14
exec_intel,eth,2,6.99,0.29
exec_intel,eth,4,6.69,0.60
exec_intel,eth,8,6.33,1.26
exec_intel,eth,16,6.17,2.59
exec_intel,eth,32,5.97,5.36
exec_intel,eth,64,5.92,10.82
exec_intel,eth,128,5.86,21.84
exec_intel,eth,256,5.85,43.76
exec_intel,eth,512,5.82,87.99
exec_intel,eth,1024,5.99,171.01
exec_intel,eth,2048,6.59,310.78
exec_intel,eth,4096,7.70,532.13
exec_intel,eth,8192,8.27,991.09
exec_intel,eth,16384,11.20,1462.50
exec_intel,eth,32768,18.37,1783.34
exec_intel,eth,65536,37.75,1735.93
exec_intel,eth,131072,51.34,2553.05
exec_intel,eth,262144,73.83,3550.52
exec_intel,eth,524288,118.64,4419.16
exec_intel,eth,1048576,209.00,5017.20
exec_intel,eth,2097152,390.22,5374.23
exec_intel,eth,4194304,778.67,5386.53
exec_intel,eth,0,6.24,0.00
exec_intel,eth,1,5.85,0.17
exec_intel,eth,2,5.85,0.34
exec_intel,eth,4,5.85,0.68
exec_intel,eth,8,5.84,1.37
exec_intel,eth,16,5.85,2.73
exec_intel,eth,32,5.84,5.48
exec_intel,eth,64,5.88,10.88
exec_intel,eth,128,5.88,21.78
exec_intel,eth,256,5.93,43.21
exec_intel,eth,512,5.95,86.05
exec_intel,eth,1024,6.11,167.65
exec_intel,eth,2048,6.80,301.13
exec_intel,eth,4096,7.85,522.08
exec_intel,eth,8192,8.56,957.47
exec_intel,eth,16384,11.26,1455.00
exec_intel,eth,32768,18.83,1740.27
exec_intel,eth,65536,38.14,1718.41
exec_intel,eth,131072,50.41,2599.87
exec_intel,eth,262144,72.12,3634.82
exec_intel,eth,524288,116.48,4501.05
exec_intel,eth,1048576,205.32,5106.99
exec_intel,eth,2097152,382.00,5489.89
exec_intel,eth,4194304,754.80,5556.82
exec_intel,ib,0,1.14,0.00
exec_intel,ib,1,1.25,0.80
exec_intel,ib,2,1.25,1.61
exec_intel,ib,4,1.25,3.21
exec_intel,ib,8,1.32,6.08
exec_intel,ib,16,1.29,12.36
exec_intel,ib,32,1.33,24.12
exec_intel,ib,64,1.40,45.73
exec_intel,ib,128,2.07,61.80
exec_intel,ib,256,2.26,113.41
exec_intel,ib,512,2.43,210.97
exec_intel,ib,1024,2.78,369.00
exec_intel,ib,2048,3.42,598.23
exec_intel,ib,4096,4.72,868.09
exec_intel,ib,8192,6.50,1259.71
exec_intel,ib,16384,6.80,2410.21
exec_intel,ib,32768,8.72,3758.72
exec_intel,ib,65536,12.83,5107.15
exec_intel,ib,131072,21.02,6234.84
exec_intel,ib,262144,37.79,6937.73
exec_intel,ib,524288,71.21,7362.79
exec_intel,ib,1048576,137.34,7634.94
exec_intel,ib,2097152,270.64,7748.83
exec_intel,ib,4194304,538.72,7785.65
exec_intel,ipoib,0,7.30,0.00
exec_intel,ipoib,1,7.20,0.14
exec_intel,ipoib,2,7.20,0.28
exec_intel,ipoib,4,7.37,0.54
exec_intel,ipoib,8,6.60,1.21
exec_intel,ipoib,16,6.36,2.52
exec_intel,ipoib,32,6.12,5.23
exec_intel,ipoib,64,6.03,10.62
exec_intel,ipoib,128,5.98,21.41
exec_intel,ipoib,256,5.95,43.02
exec_intel,ipoib,512,5.90,86.80
exec_intel,ipoib,1024,6.00,170.53
exec_intel,ipoib,2048,6.64,308.39
exec_intel,ipoib,4096,7.81,524.63
exec_intel,ipoib,8192,8.18,1001.28
exec_intel,ipoib,16384,11.20,1463.08
exec_intel,ipoib,32768,18.07,1813.17
exec_intel,ipoib,65536,37.53,1746.25
exec_intel,ipoib,131072,50.54,2593.42
exec_intel,ipoib,262144,73.85,3549.73
exec_intel,ipoib,524288,119.23,4397.39
exec_intel,ipoib,1048576,209.18,5012.69
exec_intel,ipoib,2097152,397.44,5276.65
exec_intel,ipoib,4194304,759.77,5520.50
exec_intel,eth,0,6.89,0.00
exec_intel,eth,1,6.04,0.17
exec_intel,eth,2,6.25,0.32
exec_intel,eth,4,6.03,0.66
exec_intel,eth,8,5.93,1.35
exec_intel,eth,16,5.86,2.73
exec_intel,eth,32,5.85,5.47
exec_intel,eth,64,5.89,10.86
exec_intel,eth,128,5.94,21.54
exec_intel,eth,256,5.94,43.11
exec_intel,eth,512,5.96,85.93
exec_intel,eth,1024,6.15,166.48
exec_intel,eth,2048,6.79,301.61
exec_intel,eth,4096,7.92,516.86
exec_intel,eth,8192,8.26,992.06
exec_intel,eth,16384,11.15,1468.90
exec_intel,eth,32768,18.59,1762.30
exec_intel,eth,65536,37.80,1733.91
exec_intel,eth,131072,52.11,2515.46
exec_intel,eth,262144,74.50,3518.55
exec_intel,eth,524288,118.51,4423.81
exec_intel,eth,1048576,209.55,5004.03
exec_intel,eth,2097152,392.07,5348.98
exec_intel,eth,4194304,776.29,5403.00
exec_intel,ib,0,1.15,0.00
exec_intel,ib,1,1.21,0.83
exec_intel,ib,2,1.21,1.66
exec_intel,ib,4,1.17,3.41
exec_intel,ib,8,1.21,6.59
exec_intel,ib,16,1.22,13.11
exec_intel,ib,32,1.20,26.69
exec_intel,ib,64,1.28,50.09
exec_intel,ib,128,1.86,68.88
exec_intel,ib,256,1.97,130.22
exec_intel,ib,512,2.13,240.08
exec_intel,ib,1024,2.43,421.66
exec_intel,ib,2048,2.89,709.51
exec_intel,ib,4096,4.05,1011.08
exec_intel,ib,8192,5.77,1418.54
exec_intel,ib,16384,6.31,2596.08
exec_intel,ib,32768,8.55,3831.10
exec_intel,ib,65536,12.61,5195.68
exec_intel,ib,131072,20.89,6275.18
exec_intel,ib,262144,37.67,6958.70
exec_intel,ib,524288,71.14,7370.02
exec_intel,ib,1048576,137.36,7633.69
exec_intel,ib,2097152,269.83,7772.04
exec_intel,ib,4194304,538.34,7791.24
exec_intel,ipoib,0,7.15,0.00
exec_intel,ipoib,1,7.17,0.14
exec_intel,ipoib,2,7.05,0.28
exec_intel,ipoib,4,6.88,0.58
exec_intel,ipoib,8,6.64,1.20
exec_intel,ipoib,16,6.60,2.42
exec_intel,ipoib,32,6.40,5.00
exec_intel,ipoib,64,6.35,10.08
exec_intel,ipoib,128,6.28,20.40
exec_intel,ipoib,256,6.27,40.83
exec_intel,ipoib,512,6.20,82.61
exec_intel,ipoib,1024,6.32,161.96
exec_intel,ipoib,2048,6.65,307.77
exec_intel,ipoib,4096,7.83,522.89
exec_intel,ipoib,8192,8.68,943.60
exec_intel,ipoib,16384,11.01,1488.28
exec_intel,ipoib,32768,18.42,1779.30
exec_intel,ipoib,65536,38.10,1720.06
exec_intel,ipoib,131072,51.25,2557.37
exec_intel,ipoib,262144,74.62,3512.91
exec_intel,ipoib,524288,118.47,4425.44
exec_intel,ipoib,1048576,209.76,4998.94
exec_intel,ipoib,2097152,388.10,5403.64
exec_intel,ipoib,4194304,780.53,5373.63
exec_intel,ib,0,1.08,0.00
exec_intel,ib,1,1.19,0.84
exec_intel,ib,2,1.19,1.69
exec_intel,ib,4,1.17,3.41
exec_intel,ib,8,1.23,6.48
exec_intel,ib,16,1.23,13.00
exec_intel,ib,32,1.24,25.89
exec_intel,ib,64,1.36,47.13
exec_intel,ib,128,2.00,64.11
exec_intel,ib,256,2.20,116.52
exec_intel,ib,512,2.37,215.89
exec_intel,ib,1024,2.71,377.64
exec_intel,ib,2048,3.34,613.11
exec_intel,ib,4096,4.75,861.44
exec_intel,ib,8192,6.48,1264.51
exec_intel,ib,16384,6.48,2528.32
exec_intel,ib,32768,8.64,3792.78
exec_intel,ib,65536,12.71,5154.80
exec_intel,ib,131072,20.97,6249.07
exec_intel,ib,262144,37.71,6951.08
exec_intel,ib,524288,71.30,7353.22
exec_intel,ib,1048576,137.45,7629.05
exec_intel,ib,2097152,269.94,7768.95
exec_intel,ib,4194304,545.40,7690.30
exec_intel,ipoib,0,6.89,0.00
exec_intel,ipoib,1,6.70,0.15
exec_intel,ipoib,2,6.40,0.31
exec_intel,ipoib,4,6.30,0.64
exec_intel,ipoib,8,6.27,1.27
exec_intel,ipoib,16,6.20,2.58
exec_intel,ipoib,32,6.11,5.24
exec_intel,ipoib,64,6.04,10.59
exec_intel,ipoib,128,5.92,21.62
exec_intel,ipoib,256,6.08,42.13
exec_intel,ipoib,512,6.17,82.99
exec_intel,ipoib,1024,6.30,162.48
exec_intel,ipoib,2048,6.75,303.33
exec_intel,ipoib,4096,7.80,525.34
exec_intel,ipoib,8192,8.25,993.32
exec_intel,ipoib,16384,11.26,1454.50
exec_intel,ipoib,32768,18.09,1811.46
exec_intel,ipoib,65536,38.12,1719.34
exec_intel,ipoib,131072,49.58,2643.58
exec_intel,ipoib,262144,72.37,3622.04
exec_intel,ipoib,524288,117.61,4457.86
exec_intel,ipoib,1048576,206.01,5089.92
exec_intel,ipoib,2097152,388.01,5404.94
exec_intel,ipoib,4194304,745.15,5628.81
exec_intel,eth,0,6.42,0.00
exec_intel,eth,1,6.31,0.16
exec_intel,eth,2,6.18,0.32
exec_intel,eth,4,6.08,0.66
exec_intel,eth,8,5.98,1.34
exec_intel,eth,16,5.90,2.71
exec_intel,eth,32,5.81,5.50
exec_intel,eth,64,5.86,10.93
exec_intel,eth,128,5.86,21.84
exec_intel,eth,256,5.95,43.01
exec_intel,eth,512,5.96,85.86
exec_intel,eth,1024,6.16,166.33
exec_intel,eth,2048,6.65,308.03
exec_intel,eth,4096,7.66,534.80
exec_intel,eth,8192,8.23,995.15
exec_intel,eth,16384,11.12,1473.19
exec_intel,eth,32768,18.16,1804.77
exec_intel,eth,65536,37.56,1744.64
exec_intel,eth,131072,51.34,2553.06
exec_intel,eth,262144,74.31,3527.87
exec_intel,eth,524288,118.37,4429.31
exec_intel,eth,1048576,208.30,5033.94
exec_intel,eth,2097152,392.01,5349.73
exec_intel,eth,4194304,776.47,5401.76
exec_intel,eth,0,7.21,0.00
exec_intel,eth,1,6.32,0.16
exec_intel,eth,2,5.94,0.34
exec_intel,eth,4,5.69,0.70
exec_intel,eth,8,5.68,1.41
exec_intel,eth,16,5.66,2.83
exec_intel,eth,32,5.67,5.65
exec_intel,eth,64,5.70,11.24
exec_intel,eth,128,5.69,22.51
exec_intel,eth,256,5.73,44.69
exec_intel,eth,512,5.80,88.30
exec_intel,eth,1024,5.90,173.59
exec_intel,eth,2048,6.77,302.61
exec_intel,eth,4096,7.96,514.62
exec_intel,eth,8192,8.31,986.34
exec_intel,eth,16384,11.27,1454.26
exec_intel,eth,32768,18.34,1787.11
exec_intel,eth,65536,37.85,1731.59
exec_intel,eth,131072,50.77,2581.66
exec_intel,eth,262144,73.39,3572.06
exec_intel,eth,524288,120.67,4344.91
exec_intel,eth,1048576,207.13,5062.50
exec_intel,eth,2097152,385.93,5434.03
exec_intel,eth,4194304,768.37,5458.73
exec_intel,ipoib,0,6.52,0.00
exec_intel,ipoib,1,6.22,0.16
exec_intel,ipoib,2,6.05,0.33
exec_intel,ipoib,4,6.01,0.67
exec_intel,ipoib,8,5.97,1.34
exec_intel,ipoib,16,5.98,2.68
exec_intel,ipoib,32,5.97,5.36
exec_intel,ipoib,64,5.96,10.74
exec_intel,ipoib,128,5.97,21.43
exec_intel,ipoib,256,5.98,42.83
exec_intel,ipoib,512,5.96,85.88
exec_intel,ipoib,1024,6.00,170.60
exec_intel,ipoib,2048,6.73,304.15
exec_intel,ipoib,4096,7.50,546.16
exec_intel,ipoib,8192,8.37,978.79
exec_intel,ipoib,16384,11.00,1489.20
exec_intel,ipoib,32768,18.00,1820.94
exec_intel,ipoib,65536,38.13,1718.59
exec_intel,ipoib,131072,50.90,2574.85
exec_intel,ipoib,262144,73.74,3555.14
exec_intel,ipoib,524288,119.78,4377.13
exec_intel,ipoib,1048576,211.35,4961.44
exec_intel,ipoib,2097152,398.72,5259.65
exec_intel,ipoib,4194304,766.38,5472.89
exec_intel,ib,0,1.19,0.00
exec_intel,ib,1,1.15,0.87
exec_intel,ib,2,1.17,1.71
exec_intel,ib,4,1.18,3.39
exec_intel,ib,8,1.20,6.65
exec_intel,ib,16,1.22,13.10
exec_intel,ib,32,1.24,25.89
exec_intel,ib,64,1.26,50.63
exec_intel,ib,128,1.85,69.19
exec_intel,ib,256,2.00,127.96
exec_intel,ib,512,2.13,240.41
exec_intel,ib,1024,2.44,420.43
exec_intel,ib,2048,2.92,701.58
exec_intel,ib,4096,3.98,1030.36
exec_intel,ib,8192,5.72,1432.40
exec_intel,ib,16384,6.29,2605.60
exec_intel,ib,32768,8.27,3960.64
exec_intel,ib,65536,12.35,5304.45
exec_intel,ib,131072,20.61,6358.43
exec_intel,ib,262144,37.54,6982.47
exec_intel,ib,524288,71.02,7382.43
exec_intel,ib,1048576,137.32,7635.84
exec_intel,ib,2097152,270.27,7759.42
exec_intel,ib,4194304,536.74,7814.42
exec_intel,ib,0,0.95,0.00
exec_intel,ib,1,1.03,0.97
exec_intel,ib,2,1.08,1.85
exec_intel,ib,4,1.08,3.71
exec_intel,ib,8,1.09,7.34
exec_intel,ib,16,1.09,14.67
exec_intel,ib,32,1.12,28.57
exec_intel,ib,64,1.16,55.10
exec_intel,ib,128,1.64,77.98
exec_intel,ib,256,1.72,149.03
exec_intel,ib,512,1.83,279.64
exec_intel,ib,1024,2.04,502.10
exec_intel,ib,2048,2.52,811.35
exec_intel,ib,4096,3.54,1155.60
exec_intel,ib,8192,5.09,1608.95
exec_intel,ib,16384,5.95,2752.67
exec_intel,ib,32768,8.10,4047.57
exec_intel,ib,65536,12.26,5347.55
exec_intel,ib,131072,20.32,6450.86
exec_intel,ib,262144,36.97,7091.48
exec_intel,ib,524288,70.33,7454.53
exec_intel,ib,1048576,136.31,7692.54
exec_intel,ib,2097152,269.07,7794.21
exec_intel,ib,4194304,535.23,7836.40
exec_intel,ipoib,0,6.78,0.00
exec_intel,ipoib,1,6.23,0.16
exec_intel,ipoib,2,6.22,0.32
exec_intel,ipoib,4,6.18,0.65
exec_intel,ipoib,8,6.04,1.32
exec_intel,ipoib,16,5.99,2.67
exec_intel,ipoib,32,5.94,5.39
exec_intel,ipoib,64,5.90,10.84
exec_intel,ipoib,128,5.96,21.49
exec_intel,ipoib,256,6.00,42.65
exec_intel,ipoib,512,6.05,84.65
exec_intel,ipoib,1024,6.08,168.29
exec_intel,ipoib,2048,6.99,292.93
exec_intel,ipoib,4096,8.27,495.27
exec_intel,ipoib,8192,8.19,1000.62
exec_intel,ipoib,16384,11.21,1461.07
exec_intel,ipoib,32768,18.17,1803.67
exec_intel,ipoib,65536,37.28,1758.06
exec_intel,ipoib,131072,51.22,2559.22
exec_intel,ipoib,262144,73.04,3589.23
exec_intel,ipoib,524288,119.98,4369.77
exec_intel,ipoib,1048576,206.59,5075.66
exec_intel,ipoib,2097152,389.74,5380.96
exec_intel,ipoib,4194304,761.16,5510.40
exec_intel,eth,0,7.16,0.00
exec_intel,eth,1,6.85,0.15
exec_intel,eth,2,6.82,0.29
exec_intel,eth,4,6.85,0.58
exec_intel,eth,8,6.68,1.20
exec_intel,eth,16,6.54,2.45
exec_intel,eth,32,6.62,4.83
exec_intel,eth,64,6.56,9.76
exec_intel,eth,128,6.47,19.78
exec_intel,eth,256,6.50,39.41
exec_intel,eth,512,6.31,81.20
exec_intel,eth,1024,7.34,139.46
exec_intel,eth,2048,8.15,251.20
exec_intel,eth,4096,9.61,426.19
exec_intel,eth,8192,9.79,837.01
exec_intel,eth,16384,12.45,1316.05
exec_intel,eth,32768,19.01,1723.36
exec_intel,eth,65536,37.87,1730.66
exec_intel,eth,131072,51.80,2530.48
exec_intel,eth,262144,73.25,3578.74
exec_intel,eth,524288,119.21,4397.97
exec_intel,eth,1048576,209.02,5016.71
exec_intel,eth,2097152,389.57,5383.29
exec_intel,eth,4194304,767.08,5467.86
exec_intel,eth,0,6.93,0.00
exec_intel,eth,1,6.75,0.15
exec_intel,eth,2,6.63,0.30
exec_intel,eth,4,6.39,0.63
exec_intel,eth,8,6.26,1.28
exec_intel,eth,16,6.08,2.63
exec_intel,eth,32,6.03,5.30
exec_intel,eth,64,6.03,10.62
exec_intel,eth,128,6.00,21.33
exec_intel,eth,256,5.96,42.92
exec_intel,eth,512,6.05,84.60
exec_intel,eth,1024,6.13,167.09
exec_intel,eth,2048,6.98,293.56
exec_intel,eth,4096,8.16,502.04
exec_intel,eth,8192,8.24,993.81
exec_intel,eth,16384,10.79,1517.75
exec_intel,eth,32768,17.76,1845.53
exec_intel,eth,65536,36.82,1780.09
exec_intel,eth,131072,49.96,2623.31
exec_intel,eth,262144,70.74,3705.49
exec_intel,eth,524288,115.19,4551.42
exec_intel,eth,1048576,203.11,5162.68
exec_intel,eth,2097152,380.32,5514.15
exec_intel,eth,4194304,743.49,5641.40
exec_intel,ib,0,0.98,0.00
exec_intel,ib,1,0.99,1.01
exec_intel,ib,2,1.01,1.98
exec_intel,ib,4,1.02,3.91
exec_intel,ib,8,1.12,7.17
exec_intel,ib,16,1.13,14.21
exec_intel,ib,32,1.11,28.96
exec_intel,ib,64,1.13,56.74
exec_intel,ib,128,1.62,78.78
exec_intel,ib,256,1.70,150.21
exec_intel,ib,512,1.82,281.48
exec_intel,ib,1024,2.04,503.06
exec_intel,ib,2048,2.50,818.98
exec_intel,ib,4096,3.51,1167.19
exec_intel,ib,8192,5.13,1595.55
exec_intel,ib,16384,5.99,2735.16
exec_intel,ib,32768,8.06,4066.25
exec_intel,ib,65536,12.18,5380.32
exec_intel,ib,131072,20.36,6439.17
exec_intel,ib,262144,37.13,7059.75
exec_intel,ib,524288,70.56,7430.54
exec_intel,ib,1048576,136.69,7671.36
exec_intel,ib,2097152,268.79,7802.31
exec_intel,ib,4194304,538.16,7793.78
exec_intel,ipoib,0,7.35,0.00
exec_intel,ipoib,1,7.35,0.14
exec_intel,ipoib,2,7.03,0.28
exec_intel,ipoib,4,7.18,0.56
exec_intel,ipoib,8,7.01,1.14
exec_intel,ipoib,16,7.01,2.28
exec_intel,ipoib,32,6.95,4.60
exec_intel,ipoib,64,6.65,9.63
exec_intel,ipoib,128,6.64,19.28
exec_intel,ipoib,256,6.68,38.35
exec_intel,ipoib,512,6.63,77.25
exec_intel,ipoib,1024,6.88,148.84
exec_intel,ipoib,2048,6.92,295.80
exec_intel,ipoib,4096,7.94,515.92
exec_intel,ipoib,8192,8.69,942.71
exec_intel,ipoib,16384,11.36,1442.14
exec_intel,ipoib,32768,18.46,1775.46
exec_intel,ipoib,65536,37.99,1725.06
exec_intel,ipoib,131072,52.30,2506.14
exec_intel,ipoib,262144,73.87,3548.80
exec_intel,ipoib,524288,126.77,4135.67
exec_intel,ipoib,1048576,237.71,4411.22
exec_intel,ipoib,2097152,416.01,5041.17
exec_intel,ipoib,4194304,772.12,5432.19
exec_intel,ipoib,0,7.40,0.00
exec_intel,ipoib,1,5.54,0.18
exec_intel,ipoib,2,5.56,0.36
exec_intel,ipoib,4,5.51,0.73
exec_intel,ipoib,8,5.50,1.45
exec_intel,ipoib,16,5.47,2.92
exec_intel,ipoib,32,5.46,5.86
exec_intel,ipoib,64,5.48,11.68
exec_intel,ipoib,128,5.55,23.06
exec_intel,ipoib,256,5.54,46.19
exec_intel,ipoib,512,5.69,90.00
exec_intel,ipoib,1024,5.83,175.52
exec_intel,ipoib,2048,6.38,320.81
exec_intel,ipoib,4096,7.59,539.84
exec_intel,ipoib,8192,8.29,987.81
exec_intel,ipoib,16384,10.95,1495.67
exec_intel,ipoib,32768,18.30,1790.34
exec_intel,ipoib,65536,37.87,1730.64
exec_intel,ipoib,131072,51.10,2564.84
exec_intel,ipoib,262144,73.36,3573.32
exec_intel,ipoib,524288,119.09,4402.60
exec_intel,ipoib,1048576,212.39,4937.10
exec_intel,ipoib,2097152,386.97,5419.49
exec_intel,ipoib,4194304,764.15,5488.83
exec_intel,eth,0,7.09,0.00
exec_intel,eth,1,6.70,0.15
exec_intel,eth,2,6.76,0.30
exec_intel,eth,4,7.12,0.56
exec_intel,eth,8,6.59,1.21
exec_intel,eth,16,6.48,2.47
exec_intel,eth,32,6.52,4.91
exec_intel,eth,64,6.48,9.88
exec_intel,eth,128,6.58,19.45
exec_intel,eth,256,6.47,39.56
exec_intel,eth,512,6.44,79.50
exec_intel,eth,1024,6.58,155.62
exec_intel,eth,2048,7.18,285.18
exec_intel,eth,4096,8.51,481.53
exec_intel,eth,8192,9.01,908.79
exec_intel,eth,16384,11.92,1373.97
exec_intel,eth,32768,19.25,1702.53
exec_intel,eth,65536,40.37,1623.18
exec_intel,eth,131072,53.84,2434.30
exec_intel,eth,262144,77.17,3396.81
exec_intel,eth,524288,124.73,4203.44
exec_intel,eth,1048576,220.07,4764.82
exec_intel,eth,2097152,408.93,5128.43
